2022-02-15/19:21:22		Breaking the complete csv file into chunks
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011969_120219.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011969_120219.csv'
2022-02-16/15:04:15		verifying creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Moving bad file creditCardFraud_28011970_120220.csv to bad folder
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011970_120220.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011970_120220.csv'
2022-02-16/15:04:15		verifying creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		Moving bad file creditCardFraud_28011971_120221.csv to bad folder
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
2022-02-16/15:04:15		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011971_120221.csv'
2022-02-16/15:04:15		File with entire column missing found creditCardFraud_28011971_120221.csv
